window_us,inst_fraction,cost,savings,mean_error,max_error
25.0,1.0,1.0,0.0,0.0219805196719086,0.030665884215958117
50.0,1.0,1.0,0.0,0.0219805196719086,0.030665884215958117
100.0,1.0,1.0,0.0,0.0219805196719086,0.030665884215958117
200.0,1.0,1.0,0.0,0.0219805196719086,0.030665884215958117
500.0,1.0,1.0,0.0,0.0219805196719086,0.030665884215958117
